Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_day,journey_month,journey_weekday,is_weekend,quarter,dep_hour,dep_time_bin,Price_capped,Price_log
air india,2019-06-09,kolkata,banglore,CCU → DEL → BLR,10:00:00,20:25,10h 25m,1 stop,No info,10413,9,6,6,1,2,10,Morning,10413,9.250906333722844
indigo,2019-05-27,kolkata,banglore,CCU → BLR,21:25:00,00:05 28 May,2h 40m,non-stop,No info,4804,27,5,0,0,2,21,Night,4804,8.477412321404392
indigo,2019-06-15,mumbai,hyderabad,BOM → HYD,06:25:00,07:55,1h 30m,non-stop,No info,4049,15,6,5,1,2,6,Morning,4049,8.306472160100585
multiple carriers,2019-06-27,delhi,cochin,DEL → BOM → COK,19:00:00,01:30 28 Jun,6h 30m,1 stop,No info,6795,27,6,3,0,2,19,Evening,6795,8.824089482791823
air india,2019-03-21,kolkata,banglore,CCU → BLR,20:45:00,23:20,2h 35m,non-stop,No info,4435,21,3,3,0,1,20,Evening,4435,8.397508348470257
jet airways,2019-06-12,kolkata,banglore,CCU → BOM → BLR,16:30:00,04:40 13 Jun,12h 10m,1 stop,In-flight meal not included,6224,12,6,2,0,2,16,Afternoon,6224,8.736328721332908
indigo,2019-06-12,kolkata,banglore,CCU → BLR,20:20:00,22:55,2h 35m,non-stop,No info,4804,12,6,2,0,2,20,Evening,4804,8.477412321404392
indigo,2019-04-15,delhi,cochin,DEL → HYD → COK,05:05:00,16:10,11h 5m,1 stop,No info,6171,15,4,0,0,2,5,Morning,6171,8.72777821348305
indigo,2019-06-03,delhi,cochin,DEL → BOM → COK,11:25:00,21:00,9h 35m,1 stop,No info,6093,3,6,0,0,2,11,Morning,6093,8.715059959545654
indigo,2019-04-12,kolkata,banglore,CCU → BLR,17:15:00,19:50,2h 35m,non-stop,No info,4174,12,4,4,0,2,17,Evening,4174,8.336869637284956
indigo,2019-05-06,mumbai,hyderabad,BOM → HYD,02:35:00,04:05,1h 30m,non-stop,No info,3342,6,5,0,0,2,2,Late Night,3342,8.114623886420098
multiple carriers,2019-06-03,delhi,cochin,DEL → BOM → COK,10:00:00,21:00,11h,1 stop,No info,13587,3,6,0,0,2,10,Morning,13587,9.516942329280475
jet airways,2019-05-21,delhi,cochin,DEL → BOM → COK,21:50:00,04:25 22 May,6h 35m,1 stop,No info,16079,21,5,1,0,2,21,Night,16079,9.685331542732957
indigo,2019-04-18,delhi,cochin,DEL → COK,05:35:00,08:50,3h 15m,non-stop,No info,6015,18,4,3,0,2,5,Morning,6015,8.702177865629675
jet airways,2019-05-24,kolkata,banglore,CCU → DEL → BLR,17:00:00,19:10 25 May,26h 10m,1 stop,No info,13067,24,5,4,0,2,17,Evening,13067,9.477921772720961
multiple carriers,2019-05-15,delhi,cochin,DEL → BOM → COK,04:55:00,12:35,7h 40m,1 stop,No info,9103,15,5,2,0,2,4,Late Night,9103,9.116469156366112
jet airways,2019-05-24,kolkata,banglore,CCU → DEL → BLR,20:25:00,23:35 25 May,27h 10m,1 stop,No info,14151,24,5,4,0,2,20,Evening,14151,9.557611235839621
jet airways,2019-03-27,delhi,cochin,DEL → IXC → BOM → COK,06:20:00,18:50,12h 30m,2 stops,No info,11538,27,3,2,0,1,6,Morning,11538,9.353487881194667
indigo,2019-03-09,delhi,cochin,DEL → HYD → MAA → COK,08:35:00,21:20,12h 45m,2 stops,No info,8146,9,3,5,1,1,8,Morning,8146,9.005405040310642
air india,2019-05-06,kolkata,banglore,CCU → HYD → BLR,19:00:00,04:40 07 May,9h 40m,1 stop,No info,6117,6,5,0,0,2,19,Evening,6117,8.718990524710849
jet airways,2019-03-03,delhi,cochin,DEL → BOM → COK,02:15:00,04:25 04 Mar,26h 10m,1 stop,No info,17024,3,3,6,1,1,2,Late Night,17024,9.742438131017714
jet airways,2019-03-01,banglore,new delhi,BLR → BOM → DEL,14:05:00,07:40 02 Mar,17h 35m,1 stop,1 Long layover,22270,1,3,4,0,1,14,Afternoon,22270,10.01104066270085
jet airways,2019-06-09,kolkata,banglore,CCU → DEL → BLR,20:25:00,21:05 10 Jun,24h 40m,1 stop,No info,12692,9,6,6,1,2,20,Evening,12692,9.448805939388178
vistara,2019-06-12,kolkata,banglore,CCU → DEL → BLR,07:10:00,20:20,13h 10m,1 stop,No info,8610,12,6,2,0,2,7,Morning,8610,9.060795734696166
multiple carriers,2019-06-24,delhi,cochin,DEL → HYD → COK,07:10:00,22:30,15h 20m,1 stop,No info,6723,24,6,0,0,2,7,Morning,6723,8.813438494528507
vistara,2019-05-12,banglore,delhi,BLR → DEL,17:00:00,19:35,2h 35m,non-stop,No info,4878,12,5,6,1,2,17,Evening,4878,8.492695559815838
jet airways,2019-03-06,banglore,new delhi,BLR → BOM → DEL,20:35:00,07:40 07 Mar,11h 5m,1 stop,No info,16736,6,3,2,0,1,20,Evening,16736,9.725377116513638
jet airways,2019-03-24,kolkata,banglore,CCU → BOM → BLR,13:55:00,09:15 25 Mar,19h 20m,1 stop,In-flight meal not included,11134,24,3,6,1,1,13,Afternoon,11134,9.317848579691468
indigo,2019-05-03,banglore,delhi,BLR → DEL,04:00:00,06:50,2h 50m,non-stop,No info,3943,3,5,4,0,2,4,Late Night,3943,8.279950715722526
multiple carriers,2019-06-12,delhi,cochin,DEL → BOM → COK,09:00:00,21:00,12h,1 stop,No info,13587,12,6,2,0,2,9,Morning,13587,9.516942329280475
jet airways,2019-03-06,delhi,cochin,DEL → IDR → BOM → COK,05:25:00,04:25 07 Mar,23h,2 stops,No info,16914,6,3,2,0,1,5,Morning,16914,9.735956081214809
spicejet,2019-05-18,mumbai,hyderabad,BOM → HYD,22:45:00,00:15 19 May,1h 30m,non-stop,No check-in baggage included,1965,18,5,5,1,2,22,Night,1965,7.583756300707112
multiple carriers,2019-05-09,delhi,cochin,DEL → BOM → COK,13:00:00,21:00,8h,1 stop,No info,8073,9,5,3,0,2,13,Afternoon,8073,8.996404301412886
indigo,2019-06-03,banglore,delhi,BLR → DEL,13:00:00,15:50,2h 50m,non-stop,No info,3943,3,6,0,0,2,13,Afternoon,3943,8.279950715722526
indigo,2019-05-12,kolkata,banglore,CCU → HYD → BLR,15:15:00,20:05,4h 50m,1 stop,No info,5170,12,5,6,1,2,15,Afternoon,5170,8.550821372396221
goair,2019-05-15,banglore,delhi,BLR → DEL,11:40:00,14:30,2h 50m,non-stop,No info,3398,15,5,2,0,2,11,Morning,3398,8.131236549696116
air asia,2019-04-18,kolkata,banglore,CCU → BLR,10:20:00,12:55,2h 35m,non-stop,No info,4409,18,4,3,0,2,10,Morning,4409,8.391629968440892
jet airways,2019-06-21,banglore,delhi,BLR → DEL,17:45:00,20:45,3h,non-stop,No info,8541,21,6,4,0,2,17,Evening,8541,9.052750451401412
indigo,2019-03-21,banglore,new delhi,BLR → DEL,04:00:00,06:50,2h 50m,non-stop,No info,4777,21,3,3,0,1,4,Late Night,4777,8.471777327885755
spicejet,2019-03-18,kolkata,banglore,CCU → BLR,22:20:00,00:40 19 Mar,2h 20m,non-stop,No info,3847,18,3,0,0,1,22,Night,3847,8.255308811785596
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,18:55:00,12:00 02 Apr,17h 5m,1 stop,In-flight meal not included,7064,1,4,0,0,2,18,Evening,7064,8.862908295118627
vistara,2019-05-27,banglore,delhi,BLR → DEL,21:00:00,23:50,2h 50m,non-stop,No info,4668,27,5,0,0,2,21,Night,4668,8.448700194970938
spicejet,2019-03-18,mumbai,hyderabad,BOM → HYD,22:45:00,00:10 19 Mar,1h 25m,non-stop,No check-in baggage included,1965,18,3,0,0,1,22,Night,1965,7.583756300707112
jet airways,2019-05-21,kolkata,banglore,CCU → BOM → BLR,06:30:00,16:20,9h 50m,1 stop,No info,14781,21,5,1,0,2,6,Morning,14781,9.601165503344832
indigo,2019-06-15,mumbai,hyderabad,BOM → HYD,09:10:00,10:40,1h 30m,non-stop,No info,4049,15,6,5,1,2,9,Morning,4049,8.306472160100585
jet airways,2019-05-18,kolkata,banglore,CCU → BOM → BLR,18:55:00,08:15 19 May,13h 20m,1 stop,No info,13584,18,5,5,1,2,18,Evening,13584,9.516721521860449
jet airways,2019-05-18,delhi,cochin,DEL → BOM → COK,20:55:00,12:35 19 May,15h 40m,1 stop,In-flight meal not included,12373,18,5,5,1,2,20,Evening,12373,9.423352776090933
jet airways,2019-05-27,delhi,cochin,DEL → BOM → COK,16:00:00,19:00 28 May,27h,1 stop,No info,16079,27,5,0,0,2,16,Afternoon,16079,9.685331542732957
jet airways,2019-05-24,banglore,delhi,BLR → DEL,08:20:00,11:20,3h,non-stop,No info,7229,24,5,4,0,2,8,Morning,7229,8.88599431515281
jet airways,2019-03-06,banglore,new delhi,BLR → BOM → DEL,21:25:00,21:20 07 Mar,23h 55m,1 stop,No info,17471,6,3,2,0,1,21,Night,17471,9.768354878544631
jet airways,2019-05-12,kolkata,banglore,CCU → BOM → BLR,06:30:00,16:20,9h 50m,1 stop,No info,14781,12,5,6,1,2,6,Morning,14781,9.601165503344832
jet airways,2019-06-09,kolkata,banglore,CCU → BOM → BLR,06:30:00,19:50,13h 20m,1 stop,No info,14571,9,6,6,1,2,6,Morning,14571,9.586857158128455
multiple carriers,2019-05-18,delhi,cochin,DEL → BOM → COK,03:50:00,12:35,8h 45m,1 stop,No info,10197,18,5,5,1,2,3,Late Night,10197,9.2299469016151
spicejet,2019-06-01,delhi,cochin,DEL → BLR → COK,17:55:00,22:50,4h 55m,1 stop,No info,5975,1,6,5,1,2,17,Evening,5975,8.695506726812653
multiple carriers,2019-04-09,delhi,cochin,DEL → BOM → COK,17:45:00,01:30 10 Apr,7h 45m,1 stop,No info,8535,9,4,1,0,2,17,Evening,8535,9.05204779298159
multiple carriers,2019-03-27,delhi,cochin,DEL → BOM → COK,09:55:00,21:00,11h 5m,1 stop,No info,12537,27,3,2,0,1,9,Morning,12537,9.436519311833914
air india,2019-05-24,kolkata,banglore,CCU → BLR,20:45:00,23:20,2h 35m,non-stop,No info,4145,24,5,4,0,2,20,Evening,4145,8.329899292995725
indigo,2019-03-15,mumbai,hyderabad,BOM → HYD,09:10:00,10:40,1h 30m,non-stop,No info,4049,15,3,4,0,1,9,Morning,4049,8.306472160100585
air asia,2019-05-09,kolkata,banglore,CCU → DEL → BLR,22:40:00,10:40 10 May,12h,1 stop,No info,5192,9,5,3,0,2,22,Night,5192,8.555066843844319
air india,2019-05-09,banglore,delhi,BLR → DEL,21:05:00,23:55,2h 50m,non-stop,No info,6121,9,5,3,0,2,21,Night,6121,8.719644119505357
air india,2019-06-24,delhi,cochin,DEL → BOM → COK,03:50:00,19:15,15h 25m,1 stop,No info,8669,24,6,0,0,2,3,Late Night,8669,9.067624069774588
multiple carriers,2019-05-18,delhi,cochin,DEL → BOM → COK,06:00:00,19:15,13h 15m,1 stop,No info,8476,18,5,5,1,2,6,Morning,8476,9.045111892608405
spicejet,2019-06-21,mumbai,hyderabad,BOM → HYD,05:45:00,07:15,1h 30m,non-stop,No check-in baggage included,2647,21,6,4,0,2,5,Morning,2647,7.881559917056899
jet airways,2019-06-06,delhi,cochin,DEL → BOM → COK,20:55:00,19:00 07 Jun,22h 5m,1 stop,No info,14714,6,6,3,0,2,20,Evening,14714,9.596622660667574
air india,2019-03-06,delhi,cochin,DEL → BLR → COK,20:30:00,08:15 07 Mar,11h 45m,1 stop,No info,10566,6,3,2,0,1,20,Evening,10566,9.265491216441031
jet airways,2019-06-15,delhi,cochin,DEL → BOM → COK,11:30:00,19:00,7h 30m,1 stop,In-flight meal not included,10262,15,6,5,1,2,11,Morning,10262,9.236300473645715
multiple carriers,2019-03-21,delhi,cochin,DEL → BOM → COK,10:00:00,01:35 22 Mar,15h 35m,1 stop,No info,8098,21,3,3,0,1,10,Morning,8098,8.99949587624899
multiple carriers,2019-03-27,delhi,cochin,DEL → BOM → COK,10:00:00,21:00,11h,1 stop,No info,6883,27,3,2,0,1,10,Morning,6883,8.83695515733143
multiple carriers,2019-06-15,delhi,cochin,DEL → BOM → COK,10:00:00,19:15,9h 15m,1 stop,No info,16108,15,6,5,1,2,10,Morning,16108,9.687133400997965
spicejet,2019-03-18,kolkata,banglore,CCU → BLR,17:15:00,19:45,2h 30m,non-stop,No check-in baggage included,4413,18,3,0,0,1,17,Evening,4413,8.392536586816682
jet airways,2019-06-01,delhi,cochin,DEL → NAG → BOM → COK,14:35:00,12:35 02 Jun,22h,2 stops,In-flight meal not included,10919,1,6,5,1,2,14,Afternoon,10919,9.298351249298896
indigo,2019-05-09,kolkata,banglore,CCU → BLR,21:25:00,00:05 10 May,2h 40m,non-stop,No info,4804,9,5,3,0,2,21,Night,4804,8.477412321404392
jet airways,2019-06-06,kolkata,banglore,CCU → DEL → BLR,20:25:00,10:55 07 Jun,14h 30m,1 stop,In-flight meal not included,10539,6,6,3,0,2,20,Evening,10539,9.262932822095353
indigo,2019-03-09,banglore,new delhi,BLR → DEL,22:20:00,01:10 13 Mar,2h 50m,non-stop,No info,4377,9,3,5,1,1,22,Night,4377,8.384347278082808
air india,2019-06-06,banglore,delhi,BLR → DEL,06:10:00,08:55,2h 45m,non-stop,No info,6961,6,6,3,0,2,6,Morning,6961,8.848222068371385
multiple carriers,2019-05-27,delhi,cochin,DEL → BOM → COK,13:00:00,21:00,8h,1 stop,No info,7408,27,5,0,0,2,13,Afternoon,7408,8.910450756416656
indigo,2019-05-09,banglore,delhi,BLR → DEL,18:55:00,21:50,2h 55m,non-stop,No info,4823,9,5,3,0,2,18,Evening,4823,8.481358738407021
indigo,2019-03-21,kolkata,banglore,CCU → BLR,14:20:00,16:55,2h 35m,non-stop,No info,5198,21,3,3,0,1,14,Afternoon,5198,8.556221578383715
jet airways,2019-06-01,delhi,cochin,DEL → BOM → COK,17:30:00,19:00 02 Jun,25h 30m,1 stop,In-flight meal not included,10262,1,6,5,1,2,17,Evening,10262,9.236300473645715
vistara,2019-04-27,banglore,delhi,BLR → DEL,17:00:00,19:35,2h 35m,non-stop,No info,5613,27,4,5,1,2,17,Evening,5613,8.633018756921828
jet airways,2019-06-12,delhi,cochin,DEL → BOM → COK,20:55:00,04:25 13 Jun,7h 30m,1 stop,In-flight meal not included,10262,12,6,2,0,2,20,Evening,10262,9.236300473645715
indigo,2019-05-03,mumbai,hyderabad,BOM → HYD,09:10:00,10:40,1h 30m,non-stop,No info,5755,3,5,4,0,2,9,Morning,5755,8.657998068007258
vistara,2019-05-21,chennai,kolkata,MAA → CCU,07:05:00,09:20,2h 15m,non-stop,No info,3687,21,5,1,0,2,7,Morning,3687,8.212839584676484
jet airways,2019-06-03,mumbai,hyderabad,BOM → HYD,19:35:00,21:05,1h 30m,non-stop,No info,5678,3,6,0,0,2,19,Evening,5678,8.644530439877432
multiple carriers,2019-03-21,delhi,cochin,DEL → BOM → COK,18:15:00,01:35 22 Mar,7h 20m,1 stop,No info,13542,21,3,3,0,1,18,Evening,13542,9.513625087655372
jet airways,2019-03-21,delhi,cochin,DEL → BOM → COK,19:15:00,18:50 22 Mar,23h 35m,1 stop,No info,12347,21,3,3,0,1,19,Evening,12347,9.42124938562205
jet airways,2019-05-21,kolkata,banglore,CCU → DEL → BLR,09:35:00,19:10,9h 35m,1 stop,In-flight meal not included,12384,21,5,1,0,2,9,Morning,12384,9.42424134192346
jet airways,2019-04-09,delhi,cochin,DEL → JAI → BOM → COK,05:30:00,04:25 10 Apr,22h 55m,2 stops,No info,10909,9,4,1,0,2,5,Morning,10909,9.297435078827116
indigo,2019-06-03,banglore,delhi,BLR → DEL,16:55:00,19:55,3h,non-stop,No info,4823,3,6,0,0,2,16,Afternoon,4823,8.481358738407021
indigo,2019-06-12,delhi,cochin,DEL → BOM → COK,16:00:00,21:00,5h,1 stop,No info,6069,12,6,2,0,2,16,Afternoon,6069,8.711113884053544
jet airways,2019-05-21,delhi,cochin,DEL → BOM → COK,16:00:00,19:00 22 May,27h,1 stop,In-flight meal not included,12898,21,5,1,0,2,16,Afternoon,12898,9.464905067965136
indigo,2019-06-15,kolkata,banglore,CCU → BLR,04:40:00,07:15,2h 35m,non-stop,No info,4804,15,6,5,1,2,4,Late Night,4804,8.477412321404392
jet airways,2019-03-24,kolkata,banglore,CCU → BOM → BLR,08:25:00,04:45 25 Mar,20h 20m,1 stop,In-flight meal not included,10031,24,3,6,1,1,8,Morning,10031,9.213535262872702
indigo,2019-06-09,delhi,cochin,DEL → HYD → COK,07:35:00,22:30,14h 55m,1 stop,No info,6442,9,6,6,1,2,7,Morning,6442,8.770749549138642
air india,2019-05-21,delhi,cochin,DEL → JAI → BOM → COK,12:00:00,07:40 22 May,19h 40m,2 stops,No info,9653,21,5,1,0,2,12,Afternoon,9653,9.175127616220438
vistara,2019-06-09,kolkata,banglore,CCU → DEL → BLR,17:00:00,20:20 10 Jun,27h 20m,1 stop,No info,8610,9,6,6,1,2,17,Evening,8610,9.060795734696166
jet airways,2019-06-12,delhi,cochin,DEL → BOM → COK,14:00:00,19:00,5h,1 stop,No info,14714,12,6,2,0,2,14,Afternoon,14714,9.596622660667574
air india,2019-03-01,banglore,new delhi,BLR → AMD → DEL,00:30:00,23:55,23h 25m,1 stop,1 Long layover,12599,1,3,4,0,1,0,Late Night,12599,9.441452092939569
multiple carriers,2019-05-09,delhi,cochin,DEL → BOM → COK,04:55:00,19:00,14h 5m,1 stop,No info,9103,9,5,3,0,2,4,Late Night,9103,9.116469156366112
jet airways,2019-05-21,delhi,cochin,DEL → BOM → COK,22:50:00,04:25 22 May,5h 35m,1 stop,In-flight meal not included,12898,21,5,1,0,2,22,Night,12898,9.464905067965136
spicejet,2019-06-06,mumbai,hyderabad,BOM → HYD,05:45:00,07:15,1h 30m,non-stop,No check-in baggage included,2647,6,6,3,0,2,5,Morning,2647,7.881559917056899
jet airways,2019-03-03,mumbai,hyderabad,BOM → HYD,07:10:00,08:35,1h 25m,non-stop,No info,5678,3,3,6,1,1,7,Morning,5678,8.644530439877432
jet airways,2019-05-18,delhi,cochin,DEL → BOM → COK,19:15:00,12:35 19 May,17h 20m,1 stop,In-flight meal not included,12373,18,5,5,1,2,19,Evening,12373,9.423352776090933
spicejet,2019-03-27,kolkata,banglore,CCU → BLR,17:15:00,19:45,2h 30m,non-stop,No info,3847,27,3,2,0,1,17,Evening,3847,8.255308811785596
jet airways,2019-05-21,kolkata,banglore,CCU → DEL → BLR,17:00:00,18:00 22 May,25h,1 stop,No info,14151,21,5,1,0,2,17,Evening,14151,9.557611235839621
jet airways,2019-03-06,delhi,cochin,DEL → BOM → COK,08:00:00,04:25 07 Mar,20h 25m,1 stop,In-flight meal not included,13843,6,3,2,0,1,8,Morning,13843,9.535607204755236
jet airways,2019-05-18,banglore,delhi,BLR → DEL,15:15:00,18:10,2h 55m,non-stop,No info,7229,18,5,5,1,2,15,Afternoon,7229,8.88599431515281
jet airways,2019-06-18,mumbai,hyderabad,BOM → HYD,02:55:00,04:20,1h 25m,non-stop,In-flight meal not included,4995,18,6,1,0,2,2,Late Night,4995,8.516392871245468
jet airways,2019-06-06,delhi,cochin,DEL → BOM → COK,20:55:00,04:25 07 Jun,7h 30m,1 stop,In-flight meal not included,10262,6,6,3,0,2,20,Evening,10262,9.236300473645715
jet airways,2019-05-09,delhi,cochin,DEL → JAI → BOM → COK,05:30:00,04:25 10 May,22h 55m,2 stops,In-flight meal not included,13029,9,5,3,0,2,5,Morning,13029,9.47500967011889
jet airways,2019-03-09,delhi,cochin,DEL → BOM → COK,19:15:00,04:25 10 Mar,9h 10m,1 stop,In-flight meal not included,14053,9,3,5,1,1,19,Evening,14053,9.550662331752143
jet airways,2019-03-01,banglore,new delhi,BLR → BOM → DEL,16:55:00,07:40 02 Mar,14h 45m,1 stop,1 Long layover,26890,1,3,4,0,1,16,Afternoon,23017,10.199546937117361
spicejet,2019-04-01,kolkata,banglore,CCU → BLR,17:10:00,19:40,2h 30m,non-stop,No check-in baggage included,3841,1,4,0,0,2,17,Evening,3841,8.253748343328501
air india,2019-03-01,banglore,new delhi,BLR → VGA → DEL,10:30:00,22:55,12h 25m,1 stop,No info,11003,1,3,4,0,1,10,Morning,11003,9.306014122044465
vistara,2019-04-09,banglore,delhi,BLR → DEL,11:30:00,14:20,2h 50m,non-stop,No info,5403,9,4,1,0,2,11,Morning,5403,8.59489469908009
multiple carriers,2019-03-03,delhi,cochin,DEL → BOM → COK,08:00:00,18:50,10h 50m,1 stop,No info,15342,3,3,6,1,1,8,Morning,15342,9.638414622945206
air india,2019-06-12,kolkata,banglore,CCU → DEL → COK → BLR,20:30:00,13:45 13 Jun,17h 15m,2 stops,No info,12224,12,6,2,0,2,20,Evening,12224,9.411238314343073
indigo,2019-03-15,chennai,kolkata,MAA → CCU,19:35:00,21:55,2h 20m,non-stop,No info,6297,15,3,4,0,1,19,Evening,6297,8.74798740166097
spicejet,2019-05-01,kolkata,banglore,CCU → IXB → BLR,15:55:00,21:25,5h 30m,1 stop,No info,8844,1,5,2,0,2,15,Afternoon,8844,9.087607606593886
multiple carriers,2019-06-01,delhi,cochin,DEL → BOM → COK,14:00:00,01:30 02 Jun,11h 30m,1 stop,No info,13377,1,6,5,1,2,14,Afternoon,13377,9.501366845678353
goair,2019-03-09,banglore,new delhi,BLR → DEL,20:55:00,23:50,2h 55m,non-stop,No info,5706,9,3,5,1,1,20,Evening,5706,8.649448770536708
air india,2019-06-12,delhi,cochin,DEL → BOM → COK,21:00:00,07:40 13 Jun,10h 40m,1 stop,No info,8372,12,6,2,0,2,21,Night,8372,9.032767522204432
indigo,2019-05-27,delhi,cochin,DEL → BOM → COK,06:40:00,21:00,14h 20m,1 stop,No info,6526,27,5,0,0,2,6,Morning,6526,8.783702698635217
indigo,2019-06-01,banglore,delhi,BLR → DEL,16:55:00,19:45,2h 50m,non-stop,No info,4823,1,6,5,1,2,16,Afternoon,4823,8.481358738407021
indigo,2019-06-24,mumbai,hyderabad,BOM → HYD,16:55:00,18:25,1h 30m,non-stop,No info,3175,24,6,0,0,2,16,Afternoon,3175,8.063377822367027
multiple carriers,2019-05-06,delhi,cochin,DEL → BOM → COK,09:00:00,19:00,10h,1 stop,No info,10407,6,5,0,0,2,9,Morning,10407,9.250330020192342
indigo,2019-04-18,banglore,delhi,BLR → DEL,04:00:00,06:50,2h 50m,non-stop,No info,4423,18,4,3,0,2,4,Late Night,4423,8.39479954320217
vistara,2019-05-09,kolkata,banglore,CCU → DEL → BLR,17:00:00,20:20 10 May,27h 20m,1 stop,No info,9555,9,5,3,0,2,17,Evening,9555,9.1649245084457
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,16:30:00,16:20 02 Apr,23h 50m,1 stop,No info,12681,1,4,0,0,2,16,Afternoon,12681,9.447938944259977
jet airways,2019-06-06,kolkata,banglore,CCU → BOM → BLR,14:05:00,04:40 07 Jun,14h 35m,1 stop,No info,13059,6,6,3,0,2,14,Afternoon,13059,9.477309402830421
jet airways,2019-05-09,kolkata,banglore,CCU → BOM → BLR,16:30:00,10:05 10 May,17h 35m,1 stop,In-flight meal not included,8586,9,5,3,0,2,16,Afternoon,8586,9.058004710672485
goair,2019-04-06,banglore,delhi,BLR → DEL,20:55:00,23:40,2h 45m,non-stop,No info,3419,6,4,5,1,2,20,Evening,3419,8.13739583005665
spicejet,2019-06-03,kolkata,banglore,CCU → BLR,17:10:00,19:40,2h 30m,non-stop,No info,3873,3,6,0,0,2,17,Evening,3873,8.262042843966942
air india,2019-06-06,kolkata,banglore,CCU → DEL → BLR,10:00:00,20:25,10h 25m,1 stop,No info,10203,6,6,3,0,2,10,Morning,10203,9.230535079261703
jet airways,2019-05-27,delhi,cochin,DEL → JAI → BOM → COK,19:30:00,04:25 28 May,8h 55m,2 stops,In-flight meal not included,13029,27,5,0,0,2,19,Evening,13029,9.47500967011889
jet airways,2019-05-15,kolkata,banglore,CCU → BOM → BLR,16:30:00,22:35,6h 5m,1 stop,In-flight meal not included,10844,15,5,2,0,2,16,Afternoon,10844,9.291459423260974
jet airways,2019-03-24,kolkata,banglore,CCU → BOM → BLR,18:55:00,08:10 25 Mar,13h 15m,1 stop,In-flight meal not included,11134,24,3,6,1,1,18,Evening,11134,9.317848579691468
vistara,2019-06-12,kolkata,banglore,CCU → DEL → BLR,20:20:00,18:50 13 Jun,22h 30m,1 stop,No info,8610,12,6,2,0,2,20,Evening,8610,9.060795734696166
indigo,2019-04-15,kolkata,banglore,CCU → BLR,20:20:00,22:55,2h 35m,non-stop,No info,4174,15,4,0,0,2,20,Evening,4174,8.336869637284956
jet airways,2019-03-09,banglore,new delhi,BLR → BOM → DEL,08:00:00,09:30 13 Mar,25h 30m,1 stop,In-flight meal not included,11087,9,3,5,1,1,8,Morning,11087,9.313618721429684
spicejet,2019-06-18,banglore,delhi,BLR → DEL,21:10:00,00:05 19 Jun,2h 55m,non-stop,No info,3971,18,6,1,0,2,21,Night,3971,8.287025025165063
jet airways,2019-04-09,delhi,cochin,DEL → BOM → COK,07:05:00,19:00,11h 55m,1 stop,No info,17531,9,4,1,0,2,7,Morning,17531,9.7717830615387
spicejet,2019-06-06,banglore,delhi,BLR → DEL,05:55:00,08:35,2h 40m,non-stop,No check-in baggage included,3573,6,6,3,0,2,5,Morning,3573,8.181440695719374
air india,2019-05-01,kolkata,banglore,CCU → BOM → BLR,09:25:00,07:55 02 May,22h 30m,1 stop,No info,8366,1,5,2,0,2,9,Morning,8366,9.032050676295599
air india,2019-03-03,kolkata,banglore,CCU → BLR,14:15:00,16:45,2h 30m,non-stop,No info,13885,3,3,6,1,1,14,Afternoon,13885,9.538636417313219
multiple carriers,2019-06-09,delhi,cochin,DEL → IXU → BOM → COK,17:50:00,01:30 10 Jun,7h 40m,2 stops,No info,18485,9,6,6,1,2,17,Evening,18485,9.824768967824722
air asia,2019-04-27,kolkata,banglore,CCU → BLR,19:55:00,22:25,2h 30m,non-stop,No info,4409,27,4,5,1,2,19,Evening,4409,8.391629968440892
vistara,2019-05-01,kolkata,banglore,CCU → DEL → BLR,20:20:00,23:25 02 May,27h 5m,1 stop,No info,8085,1,5,2,0,2,20,Evening,8085,8.997889450200717
multiple carriers,2019-06-06,delhi,cochin,DEL → BOM → COK,17:30:00,01:30 07 Jun,8h,1 stop,No info,13377,6,6,3,0,2,17,Evening,13377,9.501366845678353
air india,2019-05-21,delhi,cochin,DEL → UDR → BOM → COK,13:20:00,07:40 22 May,18h 20m,2 stops,No info,13538,21,5,1,0,2,13,Afternoon,13538,9.51332968849511
multiple carriers,2019-03-06,delhi,cochin,DEL → BOM → COK,19:00:00,01:35 07 Mar,6h 35m,1 stop,No info,15147,6,3,2,0,1,19,Evening,15147,9.625623789021686
jet airways,2019-05-27,banglore,delhi,BLR → DEL,11:10:00,14:05,2h 55m,non-stop,In-flight meal not included,4030,27,5,0,0,2,11,Morning,4030,8.301769763117166
multiple carriers,2019-06-06,delhi,cochin,DEL → BOM → COK,08:00:00,19:15,11h 15m,1 stop,No info,14848,6,6,3,0,2,8,Morning,14848,9.605687801896062
jet airways,2019-03-18,banglore,new delhi,BLR → BOM → DEL,22:50:00,08:15 16 Mar,9h 25m,1 stop,No info,13555,18,3,0,0,1,22,Night,13555,9.514584532726943
air india,2019-05-18,delhi,cochin,DEL → HYD → MAA → COK,07:05:00,09:25 19 May,26h 20m,2 stops,No info,10975,18,5,5,1,2,7,Morning,10975,9.303466349965667
jet airways,2019-05-21,delhi,cochin,DEL → JAI → BOM → COK,09:40:00,12:35 22 May,26h 55m,2 stops,In-flight meal not included,13029,21,5,1,0,2,9,Morning,13029,9.47500967011889
